,question,options,correct_answer,correct_option,rationale,answer
10,"16. (주)갑은 회사사옥 건립을 목적으로 기존건물이 있는 토지를 ￦300,000에 취득하였다. 이 토지의 취득과정에서 다음과 같은 추가지출과 수입이 발생하였다. 토지의 취득원가는? | Additional_info: 기존건물 철거비용: ￦20,000
철거건물 부산물 매각액: ￦4,000
취득세와 등록세: ￦6,000
토지 구획정리비용: ￦3,000","{'A': '￦285,000', 'B': '￦319,000', 'C': '￦325,000', 'D': '￦333,000'}","￦325,000",opt_3,"### 설명: 토지의 취득원가에 포함되는 항목을 계산하기 위해 관련 회계 기준을 적용합니다. 토지의 취득원가에는 토지 취득에 직접적으로 관련된 모든 비용이 포함됩니다. 예를 들어, 취득세, 등록세, 토지 구획정리비용, 기존 건물 철거비용 등이 이에 해당됩니다. 반면, 기존 건물 철거 과정에서 발생한 부산물 매각대금은 취득원가에서 차감해야 합니다. 

1. 토지 매입금액: ￦300,000 
2. 기존건물 철거비용: ￦20,000 (추가 비용으로 포함)
3. 철거건물 부산물 매각액: (￦4,000) (비용에서 차감)
4. 취득세와 등록세: ￦6,000 (추가 비용으로 포함)
5. 토지 구획정리비용: ￦3,000 (추가 비용으로 포함)

최종 취득원가는 다음과 같습니다:
￦300,000 + ￦20,000 - ￦4,000 + ￦6,000 + ￦3,000 = ￦325,000

따라서 정답은 C입니다.",opt_3
11,"19. (주)갑의 2009년도 수정후시산표의 계정잔액은 다음과 같다. (주)갑의 2009년도 말 자본의 총계를 계산하면? | Additional_info: 매출채권: ￦3,600
매입채무: ￦3,450
건물: ￦89,800
현금: ￦7,800
자본금: ￦30,000
보험료: ￦3,300
급여: ￦18,000
용역매출: ￦95,250
중간배당: ￦5,000
이익잉여금(기초): ￦6,800
감가상각비: ￦22,000
단기차입금: ￦14,000","{'A': '￦76,950', 'B': '￦80,450', 'C': '￦83,750', 'D': '￦85,250'}","￦83,750",opt_3,"### 설명:  (주)갑의 2009년도 말 자본 총계를 계산하기 위해서는 순자산(자산 - 부채)과 관련된 정보를 기반으로 계산해야 합니다.  **1단계: 자산 총계 계산** 주어진 자산 항목의 총합은 다음과 같습니다. - 매출채권: ￦3,600 - 건물: ￦89,800 - 현금: ￦7,800 따라서, 자산 총계는 ￦3,600 + ￦89,800 + ￦7,800 = ￦101,200입니다.  **2단계: 부채 총계 계산** 주어진 부채 항목의 총합은 다음과 같습니다. - 매입채무: ￦3,450 - 단기차입금: ￦14,000 따라서, 부채 총계는 ￦3,450 + ￦14,000 = ￦17,450입니다.  **3단계: 순자산 계산** 순자산은 자산에서 부채를 차감하여 계산합니다. - 순자산 = 자산 총계 - 부채 총계 - 순자산 = ￦101,200 - ￦17,450 = ￦83,750  **4단계: 자본 총계 계산** 주어진 자본 항목은 다음과 같습니다. - 자본금: ￦30,000 - 이익잉여금(기초): ￦6,800 - 당기순이익: 용역매출 - 비용 항목 - 중간배당을 고려하여 계산 - 용역매출: ￦95,250 - 비용 항목(보험료, 급여, 감가상각비): ￦3,300 + ￦18,000 + ￦22,000 = ￦43,300 - 중간배당: ￦5,000 - 당기순이익 = ￦95,250 - ￦43,300 - ￦5,000 = ￦46,950 자본 총계는 기초 자본금과 이익잉여금, 당기순이익을 합산합니다. - 자본 총계 = 자본금 + 이익잉여금(기초) + 당기순이익 - 자본 총계 = ￦30,000 + ￦6,800 + ￦46,950 = ￦83,750  따라서, (주)갑의 2009년도 말 자본의 총계는 ￦83,750입니다.  ### 최종답변: opt_3",opt_3
12,"20. (주)갑의 10월 한 달간의 상품매입과 매출에 관한 자료는 아래와 같다. 회사는 실사법에 의해 기말재고수량을 파악하고, 원가흐름에 대한 가정으로 선입선출법을 적용한다. 10월 31일 현재 상품재고수량은 100개로 파악되었다. (주)갑의 10월 31일 현재 상품재고액은? | Additional_info: 일자별 내역:

10월 1일 전월이월: 100개, 단가: ￦1,000, 금액: ￦100,000
10월 10일 매입: 300개, 단가: ￦1,200, 금액: ￦360,000
10월 11일 매입에누리: ￦30,000 (10월 10일 매입상품)
10월 20일 매출: 350개, 단가: ￦2,000, 금액: ￦700,000
10월 25일 매입: 50개, 단가: ￦1,300, 금액: ￦65,000","{'A': '￦65,000', 'B': '￦75,000', 'C': '￦120,000', 'D': '￦125,000'}","￦120,000",opt_3,"### 설명: 문제는 선입선출법(FIFO)을 적용하여 10월 31일 현재 상품재고금액을 계산하는 것입니다. 이를 위해 다음 단계를 따릅니다.\n\n1. **주어진 정보 정리**:\n    - 10월 1일 전월이월: 100개, 단가 ￦1,000\n    - 10월 10일 매입: 300개, 단가 ￦1,200 (매입에누리 ￦30,000 적용 후 실질 단가 조정 필요)\n    - 10월 20일 매출: 350개\n    - 10월 25일 매입: 50개, 단가 ￦1,300\n    - 기말재고수량: 100개\n\n2. **매입에누리 반영 계산**:\n    - 10월 10일 매입에누리 금액이 ￦30,000입니다. 따라서 매입 금액은 ￦360,000 - ￦30,000 = ￦330,000입니다.\n    - 조정된 단가는 ￦330,000 ÷ 300개 = ￦1,100입니다.\n\n3. **선입선출법 적용 계산**:\n    - 매출(350개)로 인해 먼저 입고된 상품부터 차례로 소진됩니다.\n      - 10월 1일 재고 100개 x ￦1,000 = ￦100,000 (소진)\n      - 10월 10일 매입 300개 x ￦1,100 = ￦330,000 (소진)\n\n    - 따라서 매출 이후 남아있는 재고는 10월 25일 매입분 50개와 10월 10일 매입분 중 일부(50개)입니다.\n\n4. **기말재고 구성 및 금액 계산**:\n    - 기말재고 100개는 다음으로 구성:\n      - 10월 10일 매입분 50개 x ￦1,100 = ￦55,000\n      - 10월 25일 매입분 50개 x ￦1,300 = ￦65,000\n    - 총 기말재고금액: ￦55,000 + ￦65,000 = ￦120,000\n\n5. **정답 선택**:\n    - 기말재고 금액이 ￦120,000이므로 정답은 선택지 C입니다.\n\n### 최종답변: C",opt_3
13,"2. (주)한국은 제조원가 계산 시에 기말재공품 평가는 선입선출법을 적용하고 있다. 그리고 생산과정에서 재료는 제조 착수 시점에 전량 투입되고, 가공비는 공정진행에 따라 평균적으로 발생한다. 다음의 원가자료를 이용하여 당기제품제조원가를 계산하면? | Additional_info: 기초재공품원가: 재료원가 ￦5,000, 가공원가 ￦4,000 (완성도 50％)
당기제조원가: 재료원가 ￦16,000, 가공원가 ￦27,000
기말재공품 수량: 40개 (완성도 50％)
완성품수량: 200개","{'A': '￦36,000', 'B': '￦43,000', 'C': '￦45,000', 'D': '￦52,000'}","￦45,000",opt_3,"### 설명: 
STEP 1: 문제 이해
(주)한국은 선입선출법(FIFO)을 사용하며, 재료는 제조 착수 시점에 전량 투입되고 가공비는 공정 진행률에 따라 배분됩니다. 이 문제는 당기제품제조원가를 계산하는 것이 목적입니다. 
 
STEP 2: 초기 데이터 정리
- 기초재공품 원가: 재료원가 = ￦5,000, 가공원가 = ￦4,000 (완성도 50%)
- 당기제조원가: 재료원가 = ￦16,000, 가공원가 = ￦27,000
- 완성품 수량 = 200개
- 기말재공품 수량 = 40개 (완성도 50%)

STEP 3: 공정단위(EUP, Equivalent Units of Production) 계산
- 완성품 = 200개 (모두 완성되었으므로 100%로 계산)
- 기말재공품: 
  - 재료원가: 기말재공품은 재료가 100% 투입되었으므로 40개로 계산.
  - 가공원가: 기말재공품의 가공비는 50%만 반영되므로 40개 × 50% = 20개로 계산.

EUP 계산 결과:
- 재료: 200개 (완성품) + 40개 (기말재공품) = 240개
- 가공비: 200개 (완성품) + 20개 (기말재공품) = 220개

STEP 4: 단위당 원가 계산
재료와 가공비에 대해 단위당 원가를 별도로 계산합니다.
1) 재료: 
   - 총 재료 비용 = 기초재공품 재료원가(￦5,000) + 당기 제조 재료원가(￦16,000) = ￦21,000
   - 단위당 재료원가 = 총 재료 비용 ÷ EUP(재료) = ￦21,000 ÷ 240개 = ￦87.5

2) 가공비:
   - 총 가공비용 = 기초재공품 가공원가(￦4,000) + 당기 제조 가공원가(￦27,000) = ￦31,000
   - 단위당 가공원가 = 총 가공비용 ÷ EUP(가공비) = ￦31,000 ÷ 220개 = ￦140.91

STEP 5: 완성품 원가 계산
완성품 200개의 원가를 계산합니다:
1) 재료비: 200개 × ￦87.5 = ￦17,500
2) 가공비: 200개 × ￦140.91 = ￦28,182
완성품 총 원가 = ￦17,500 + ￦28,182 = ￦45,682

STEP 6: 기말재공품 원가 계산
기말재공품의 원가를 계산합니다:
1) 재료비: 40개 × ￦87.5 = ￦3,500
2) 가공비: 20개(EUP) × ￦140.91 = ￦2,818
기말재공품 총 원가 = ￦3,500 + ￦2,818 = ￦6,318

STEP 7: 당기제품제조원가 계산
당기제품제조원가는 완성품 원가와 기초재공품 원가에서 기말재공품 원가를 제외하여 계산합니다:
- 당기제품제조원가 = 완성품 총 원가 = ￦45,682

STEP 8: 정답 선택
주어진 보기 중 가장 근사한 정답을 선택합니다: C. ￦45,000

### 최종답변: ### 최종답변: opt_3",opt_3
14,"3. 다음은 (주)서울의 재무상태표(대차대조표)와 현금흐름표에서 발췌한 2009년 현금흐름 관련 자료이다. 2009년도에 영업활동으로 인한 현금흐름은? | Additional_info: 2008년 12월 31일 말 현금 잔액: ￦120,000
2009년 투자활동으로 인한 현금 감소: ￦40,000
2009년 재무활동으로 인한 현금 증가: ￦50,000
2009년 12월 31일 말 현금 잔액: ￦150,000","{'A': '￦10,000', 'B': '￦20,000', 'C': '￦30,000', 'D': '￦40,000'}","￦20,000",opt_2,"### 설명: 1. 문제의 요구사항은 2009년도에 영업활동으로 인한 현금흐름을 계산하는 것입니다. 2. 기본 공식을 사용하여 풀이합니다: 영업활동으로 인한 현금흐름 = 2009년 말 현금 잔액 - 2008년 말 현금 잔액 + 투자활동으로 인한 현금 감소 - 재무활동으로 인한 현금 증가 3. 주어진 데이터를 대입합니다: ￦150,000 (2009년 말 현금 잔액) - ￦120,000 (2008년 말 현금 잔액) + ￦40,000 (투자활동 감소) - ￦50,000 (재무활동 증가) 4. 계산을 수행합니다: ￦150,000 - ￦120,000 = ￦30,000 / ￦30,000 + ￦40,000 = ￦70,000 / ￦70,000 - ￦50,000 = ￦20,000 5. 따라서, 2009년도 영업활동으로 인한 현금흐름은 ￦20,000입니다. ### 최종답변: opt_2",opt_2
15,"6. 다음은 (주)서울의 재무상태표와 현금흐름표에서 발췌한 2009년 현금흐름 관련 자료이다. 2009년도에 영업활동으로 인한 현금흐름은? | Additional_info: 2008년 12월 31일 말 현금 잔액 ￦120,000
2009년 투자활동으로 인한 현금 감소 ￦40,000
2009년 재무활동으로 인한 현금 증가 ￦50,000
2009년 12월 31일 말 현금 잔액 ￦150,000","{'A': '￦10,000', 'B': '￦20,000', 'C': '￦30,000', 'D': '￦40,000'}","￦20,000",opt_2,"### 설명: \n\n1. 문제를 이해하기 위해, 우리는 2008년 12월 31일과 2009년 12월 31일의 현금 잔액 변화를 확인해야 합니다. \n   - 2008년 말 현금 잔액: ￦120,000\n   - 2009년 말 현금 잔액: ￦150,000\n\n2. 현금흐름의 변화를 계산합니다.\n   2009년 현금흐름의 총 변화 = 2009년 말 현금 잔액 - 2008년 말 현금 잔액\n   = ￦150,000 - ￦120,000 = ￦30,000\n\n3. 문제에서 제공된 투자활동과 재무활동으로 인한 현금흐름을 고려합니다:\n   - 2009년 투자활동으로 인한 현금 감소: ￦40,000\n   - 2009년 재무활동으로 인한 현금 증가: ￦50,000\n\n4. 영업활동으로 인한 현금흐름을 계산합니다:\n   영업활동으로 인한 현금흐름 = 총 현금흐름 변화 - (재무활동 현금흐름 + 투자활동 현금흐름)\n   = ￦30,000 - (￦50,000 - ￦40,000)\n   = ￦30,000 - ￦10,000\n   = ￦20,000\n\n결론적으로, 2009년도에 영업활동으로 인한 현금흐름은 ￦20,000 입니다.### 최종답변: opt_2",opt_2
16,"7. 다음은 (주)서울의 2009년도 현금흐름표와 대차대조표에서 발췌한 자료이다. 영업활동으로 인한 현금흐름은? | Additional_info: 2008년 말 현금 잔액 ￦120,000
2009년 재무활동으로 인한 현금 증가 ￦50,000
2009년 투자활동으로 인한 현금 감소 ￦40,000
2009년 말 현금 잔액 ￦150,000","{'A': '￦10,000', 'B': '￦20,000', 'C': '￦30,000', 'D': '￦40,000'}","￦20,000",opt_2,"### 설명: 문제에서 주어진 정보는 다음과 같습니다: - 2008년 말 현금 잔액: ￦120,000 - 2009년 말 현금 잔액: ￦150,000 - 2009년 재무활동으로 인한 현금 증가: ￦50,000 - 2009년 투자활동으로 인한 현금 감소: ￦40,000 영업활동으로 인한 현금흐름을 계산하기 위해 다음 공식을 사용합니다: 2009년 말 현금 잔액 = 2008년 말 현금 잔액 + 영업활동으로 인한 현금흐름 + 재무활동으로 인한 현금흐름 - 투자활동으로 인한 현금흐름 여기서 영업활동으로 인한 현금흐름을 구하기 위해 공식을 변형하면: 영업활동으로 인한 현금흐름 = 2009년 말 현금 잔액 - 2008년 말 현금 잔액 - 재무활동으로 인한 현금흐름 + 투자활동으로 인한 현금흐름 계산을 수행하면: 영업활동으로 인한 현금흐름 = ￦150,000 - ￦120,000 - ￦50,000 + ￦40,000 = ￦20,000 따라서, 영업활동으로 인한 현금흐름은 ￦20,000입니다. ### 최종답변: opt_2",opt_2
17,"9. 다음의 자료를 이용하여 2009년 1월의 매출원가를 계산하면? | Additional_info: 재고자산: 2009.1.1: ￦30,000 / 2009.1.31: ￦40,000
직접재료: 2009.1.1: ￦50,000 / 2009.1.31: ￦30,000
재공품: 2009.1.1: ￦70,000 / 2009.1.31: ￦50,000
직접재료 매입액: ￦110,000
직접노무원가: 가공원가의 60％
제조간접원가: ￦80,000","{'A': '￦340,000', 'B': '￦370,000', 'C': '￦400,000', 'D': '￦420,000'}","￦340,000",opt_1,"### 설명: 1. 문제에서 매출원가를 계산하기 위해 제조원가를 먼저 계산해야 합니다. 제조원가는 직접재료비, 직접노무비, 제조간접비로 구성됩니다. 2. 직접재료비 계산: 직접재료비 = 기초 직접재료(￦50,000) + 직접재료 매입액(￦110,000) - 기말 직접재료(￦30,000) = ￦50,000 + ￦110,000 - ￦30,000 = ￦130,000 3. 직접노무비 계산: 문제에서 직접노무비는 가공원가(직접노무비 + 제조간접비)의 60%라고 하였습니다. 따라서 가공원가의 비율 관계를 이용하여 직접노무비를 구합니다. 가공원가 = 60% (직접노무비) + 40% (제조간접비) => 60x + 40(￦80,000) = 100x => 60x + 32,000 = 100x => 40x = 32,000 => x = ￦80,000 따라서 직접노무비는 ￦80,000입니다. 4. 제조원가 계산: 제조원가 = 직접재료비(￦130,000) + 직접노무비(￦80,000) + 제조간접비(￦80,000) = ￦290,000 5. 매출원가 계산: 매출원가 = 제조원가 + 기초재공품(￦70,000) - 기말재공품(￦50,000) + 기초재고자산(￦30,000) - 기말재고자산(￦40,000) = ￦290,000 + ￦70,000 - ￦50,000 + ￦30,000 - ￦40,000 = ￦300,000 + ￦40,000 = ￦340,000 ### 최종답변: opt_1",opt_1
18,"12. 회계상의 거래는 분개와 전기의 과정을 거쳐 계정에 기입된다. 다음은 어떤 계정에 대한 전기내역의 일부이다. 이때 (㉠) 속에 기입할 계정과목으로 옳은 것은? | Additional_info: (차변) (대변)

3월 5일 매출 ×××
3월 30일 대손충당금 ×××
3월 10일 현금 ×××
3월 15일 매출환입 ×××","{'A': '매출채권', 'B': '상품', 'C': '대손상각비', 'D': '매입채무'}",매출채권,opt_1,"### 설명: 

주어진 문제는 회계상의 거래를 통해 전기된 내용에서 (㉠)에 들어갈 올바른 계정과목을 묻는 문제입니다. 이를 해결하기 위해 각 항목을 분석하고 올바른 계정과목을 식별해야 합니다.

#### 1. 문제 이해 및 주요 정보 확인:
- **차변/대변 항목**: 문제에서 일부 전기 내역이 주어졌습니다.
  - 3월 5일: 매출 (대변)
  - 3월 10일: 현금 (차변)
  - 3월 15일: 매출환입 (차변)
  - 3월 30일: 대손충당금 (차변)
- (㉠)에 들어갈 계정과목을 확인해야 하며, 선택지는 다음과 같습니다: 매출채권, 상품, 대손상각비, 매입채무.

#### 2. 각 전기 항목에 대한 분석:
- **매출 (3월 5일)**: 매출 계정은 대변에 기재되며, 이는 매출채권(외상매출금) 증가와 관련됩니다. 따라서 차변에는 매출채권이 기록되었을 가능성이 높습니다.
- **현금 (3월 10일)**: 차변에 현금이 기록되었다는 것은 고객이 외상매출금 중 일부를 현금으로 지급했음을 의미합니다. 이 경우 대변에는 매출채권 계정이 감소합니다.
- **매출환입 (3월 15일)**: 차변에 매출환입이 기록되었다는 것은 환입된 금액만큼 매출채권이 감소했음을 나타냅니다. 대변에는 매출채권 계정이 감소됩니다.
- **대손충당금 (3월 30일)**: 차변에 대손충당금이 기록되었다는 것은 매출채권의 일부를 대손처리했음을 나타냅니다. 대변에는 매출채권이 감소합니다.

#### 3. (㉠)에 들어갈 계정과목 결정:
- 위 항목들을 종합적으로 분석했을 때, 모든 거래는 매출채권 계정과 관련이 있습니다. 매출, 현금, 대손충당금, 매출환입 모두 매출채권의 증감과 직접적으로 연결되기 때문입니다.

#### 4. 선택지의 검토:
- A. **매출채권**: 정답. 모든 거래가 매출채권의 증감과 관련되므로 적합합니다.
- B. **상품**: 상품은 매출 거래에서 직접적으로 사용되지 않으므로 부적합합니다.
- C. **대손상각비**: 이는 대손 처리 시 비용 계정으로 사용되지만, 문제에서 대손충당금이 이미 언급되었으므로 부적합합니다.
- D. **매입채무**: 매입채무는 외상매입과 관련된 계정으로, 매출 거래와 관련이 없으므로 부적합합니다.

### 최종답변: A. 매출채권",opt_1
19,"15. (주)갑은 판매한 제품에 대해 품질보증을 실시하고 있다. 2009년도 말 현재 품질보증과 관련하여 미래에 지출될 충당부채의 최선의 추정치는 ￦1,700이고, 수정전시산표의 제품보증충당부채 계정잔액은 ￦1,000이다. 2009년도 중에 품질보증과 관련되어 ￦100의 지출이 있었다. 2009년도 재무제표에 보고될 제품보증충당부채와 제품보증비용은?","{'A': '￦1,000, ￦700', 'B': '￦1,600, ￦800', 'C': '￦1,700, ￦700', 'D': '￦1,700, ￦800'}","￦1,700, ￦800",opt_4,"### 설명: 1. 충당부채는 미래의 지출을 충당하기 위해 설정되는 부채로, 제품보증충당부채는 제품 판매 후 발생할 수 있는 품질보증 관련 비용을 반영합니다. 문제에서 주어진 정보는 다음과 같습니다: - 미래 지출될 최선의 추정치: ￦1,700 - 수정전시산표의 제품보증충당부채 계정잔액: ￦1,000 - 2009년도 중 품질보증 관련 지출: ￦100 2. 충당부채를 계산하는 공식은 다음과 같습니다: 기말충당부채 잔액 = 기초충당부채 잔액 + 당해년도 설정액 - 당해년도 지출액. 문제에서 수정전시산표상의 제품보증충당부채 잔액은 ￦1,000이며, 이는 기초충당부채 잔액으로 간주할 수 있습니다. 최종 충당부채 잔액이 ￦1,700으로 결정되었으므로, 이를 이용해 당해년도 충당부채 설정액을 계산합니다. 3. 계산: ￦1,700 (최선의 추정치) = ￦1,000 (기초잔액) + 당해년도 설정액 - ￦100 (지출액) 당해년도 설정액 = ￦1,700 - ￦1,000 + ￦100 = ￦800 4. 따라서, 2009년도 재무제표에 보고될 제품보증충당부채는 ￦1,700이고, 제품보증비용은 당해년도 설정액인 ￦800입니다. ### 최종답변: opt_4",opt_4
20,"18. (주)갑은 2009년도 초에 내용연수가 3년이고 잔존가치는 없는 기계장치를 구입하였다. 회사는 감가상각방법으로 정액법, 연수합계법, 이중체감법을 고려하고 있다. 이 기계장치를 구입한 후 3년째 되는 마지막 회계연도에 보고할 감가상각비가 큰 순으로 감가상각방법을 바르게 나열한 것은?","{'A': '정액법 > 연수합계법 > 이중체감법', 'B': '정액법 > 이중체감법 > 연수합계법', 'C': '이중체감법 > 정액법 > 연수합계법', 'D': '이중체감법 > 연수합계법 > 정액법'}",정액법 > 이중체감법 > 연수합계법,opt_2,"### 설명: 

문제에서는 감가상각방법의 3년째 감가상각비를 고려할 때, 감가상각비가 큰 순으로 방법을 나열하라는 질문입니다. 이를 해결하기 위해 각 감가상각방법의 기본 원리를 이해하고 계산을 수행해야 합니다.

1. **정액법**: 
   - 정액법은 고정된 금액을 매년 감가상각하는 방식입니다.
   - 감가상각비 = (취득원가 - 잔존가치) / 내용연수
   - 따라서, 3년째에도 첫해와 동일한 감가상각비가 적용됩니다.

2. **연수합계법**: 
   - 연수합계법은 초기 감가상각비가 높고, 시간이 지남에 따라 감소하는 방식입니다.
   - 연수합계법에서 각 연도의 감가상각비를 계산하는 공식은 다음과 같습니다:
     - 감가상각비 = (취득원가 - 잔존가치) × (남은 내용연수 / 연수합계)
     - 연수합계 = 3 + 2 + 1 = 6
     - 3년째의 경우 남은 내용연수는 1이므로, 감가상각비는 가장 낮습니다.

3. **이중체감법**: 
   - 이중체감법은 초기 감가상각비가 가장 크며, 이후 점차 감소하는 방식입니다.
   - 이중체감법에서 감가상각비는 잔존가치가 없다는 가정하에 다음 공식으로 계산됩니다:
     - 감가상각률 = (1 / 내용연수) × 2
     - 첫해의 감가상각비가 가장 크고, 이후 점차 감소하며, 3년째 감가상각비는 최종적으로 가장 낮아집니다.

**결과 분석:**
- 3년째 감가상각비를 비교하면, 이중체감법과 연수합계법은 시간이 지남에 따라 감가상각비가 감소하기 때문에 정액법의 감가상각비가 상대적으로 가장 큽니다.
- 따라서, 3년째 감가상각비의 크기 순서는 '정액법 > 연수합계법 > 이중체감법'이 됩니다.

### 최종답변: B",opt_2
21,"19. (주)갑의 2009년도 수정후시산표의 계정잔액은 다음과 같다. (주)갑의 2009년도 말 자본의 총계를 계산하면? | Additional_info: 매출채권: ￦3,600
매입채무: ￦3,450
건물: ￦89,800
현금: ￦7,800
자본금: ￦30,000
보험료: ￦3,300
급여: ￦18,000
용역매출: ￦95,250
중간배당: ￦5,000
이익잉여금(기초): ￦6,800
감가상각비: ￦22,000
단기차입금: ￦14,000","{'A': '￦76,950', 'B': '￦80,450', 'C': '￦83,750', 'D': '￦85,250'}","￦83,750",opt_3,"### 설명: 자본의 총계는 자본금, 이익잉여금(기초), 그리고 당기순이익을 합산하여 계산합니다. 1. 주어진 정보를 통해 당기순이익을 계산합니다. 용역매출(￦95,250)에서 비용(감가상각비 ￦22,000, 급여 ￦18,000, 보험료 ￦3,300, 중간배당 ￦5,000)을 차감합니다: ￦95,250 - (￦22,000 + ￦18,000 + ￦3,300 + ￦5,000) = ￦46,950. 2. 당기순이익(￦46,950)을 이익잉여금(기초, ￦6,800)에 더합니다: ￦6,800 + ￦46,950 = ￦53,750. 3. 이익잉여금(￦53,750)을 자본금(￦30,000)에 더해 자본의 총계를 구합니다: ￦30,000 + ￦53,750 = ￦83,750. ### 최종답변: ",opt_3
22,1. 한국채택국제회계기준 에서 제시하고 있는 재무제표의 질적 특성에 대한 설명으로 옳지 않은 것은?,"{'A': '신중한 회계처리는 목적적합성과 관련된 개념으로, 기업의 재무구조를 건실하게 만든다는 장점이 있다.', 'B': '감가상각방법을 정률법에서 정액법으로 변경하는 것은 비교가능성을 훼손시킬 수 있다.', 'C': '재무제표의 질적특성에는 이해가능성, 목적적합성, 신뢰성 및 비교가능성이 있다.', 'D': '재무제표 정보가 신뢰성을 갖기 위해서는 편의가 없이 중립적이어야 한다.'}","신중한 회계처리는 목적적합성과 관련된 개념으로, 기업의 재무구조를 건실하게 만든다는 장점이 있다.",opt_1,"### 설명: 

문제에서 요구하는 것은 ""한국채택국제회계기준(K-IFRS)""에서 제시된 재무제표의 질적 특성에 대한 설명 중 옳지 않은 내용을 식별하는 것입니다. 이를 위해 각 선택지를 하나씩 분석합니다.

1. **선택지 A**: ""신중한 회계처리는 목적적합성과 관련된 개념으로, 기업의 재무구조를 건실하게 만든다는 장점이 있다.""
   - 신중한 회계처리는 재무제표 정보의 신뢰성을 높이는 데 기여합니다. 하지만 이는 목적적합성(정보의 예측 가치나 피드백 가치)과 직접적으로 관련되기보다는 신뢰성(특히 중립성과 표현의 충실성)과 더 밀접한 연관이 있습니다. 따라서 이 설명은 옳지 않습니다.

2. **선택지 B**: ""감가상각방법을 정률법에서 정액법으로 변경하는 것은 비교가능성을 훼손시킬 수 있다.""
   - 회계방식의 변경은 과거와 현재의 재무제표를 비교하는 데 영향을 미칠 수 있으며, 이는 비교가능성에 영향을 줄 수 있습니다. 따라서 이 설명은 옳습니다.

3. **선택지 C**: ""재무제표의 질적 특성에는 이해가능성, 목적적합성, 신뢰성 및 비교가능성이 있다.""
   - 한국채택국제회계기준(K-IFRS)에서는 재무제표의 질적 특성을 이해가능성, 목적적합성, 신뢰성(충실한 표현 포함), 비교가능성으로 설명하고 있으므로 이 설명은 옳습니다.

4. **선택지 D**: ""재무제표 정보가 신뢰성을 갖기 위해서는 편의가 없이 중립적이어야 한다.""
   - 신뢰성을 갖춘 재무제표 정보는 중립적이어야 하며, 편향되지 않은 정보 제공이 중요합니다. 이는 옳은 설명입니다.

따라서, 옳지 않은 선택지는 **A**입니다.

### 최종답변: ",opt_1
23,3. 매도가능금융자산으로 인하여 수취한 현금배당액에 대한 회계 처리로 옳은 것은?,"{'A': '재무상태표에 기타포괄손익누계액으로 표시한다.', 'B': '매도가능금융자산의 장부금액을 감소시킨다.', 'C': '포괄손익계산서에 기타포괄손익으로 표시한다.', 'D': '포괄손익계산서에 수익으로 표시한다.'}",포괄손익계산서에 수익으로 표시한다.,opt_4,"### 설명: 매도가능금융자산으로 인하여 수취한 현금배당액은 회사의 수익으로 인식됩니다. 현금배당은 투자로부터 발생하는 이익으로, 이는 포괄손익계산서에서 '수익' 항목으로 기록됩니다. 따라서 기타포괄손익누계액이나 매도가능금융자산의 장부금액과는 직접적인 연관이 없으며, 기타포괄손익으로도 표시되지 않습니다. 국제회계기준(IFRS)에 따르면, 이러한 배당수익은 일반적으로 영업 외 수익으로 분류되어 포괄손익계산서에 반영됩니다. 따라서 정답은 D입니다.",opt_4
24,"4. (주)한국의 재무상태표상 기말자산항목과 기말부채항목이 다음과 같을 경우 기말자본의 금액은? | Additional_info: 상품: ￦ 500,000
선급비용: ￦ 100,000
매입채무: ￦ 120,000
비품: ￦ 200,000
미지급금: ￦ 50,000
현금: ￦ 60,000
매출채권: ￦ 140,000
선수수익: ￦ 70,000","{'A': '￦ 360,000', 'B': '￦ 560,000', 'C': '￦ 760,000', 'D': '￦ 900,000'}","￦ 760,000",opt_3,"### 설명: 

기말자본은 재무상태표의 기본 등식인 자산 = 부채 + 자본을 이용하여 계산할 수 있습니다. 이를 재정리하면, 자본 = 자산 - 부채가 됩니다. 

#### 1단계: 자산 합계 계산
주어진 자산 항목들을 모두 더합니다:
- 상품: ￦ 500,000
- 선급비용: ￦ 100,000
- 비품: ￦ 200,000
- 현금: ￦ 60,000
- 매출채권: ￦ 140,000

자산 합계 = ￦ 500,000 + ￦ 100,000 + ￦ 200,000 + ￦ 60,000 + ￦ 140,000 = ￦ 1,000,000

#### 2단계: 부채 합계 계산
주어진 부채 항목들을 모두 더합니다:
- 매입채무: ￦ 120,000
- 미지급금: ￦ 50,000
- 선수수익: ￦ 70,000

부채 합계 = ￦ 120,000 + ￦ 50,000 + ￦ 70,000 = ￦ 240,000

#### 3단계: 자본 계산
자본 = 자산 - 부채

자본 = ￦ 1,000,000 - ￦ 240,000 = ￦ 760,000

#### 최종 계산 결과:
기말자본의 금액은 ￦ 760,000입니다.

### 최종답변: ",opt_3
